Date of List,Rank,Title,Author,Pub City,Publisher,Fict/Non/Int,Series,Hardback/paperback,,,,,,,,,,,
26-Sep-95,8,Kniga o pive,"Dovgan', V.",Smolensk,Rusich,Inaia literatura,Azbuka byta,v tverdom pereplete,,,,,,,,,,,
26-Sep-95,8,IBM dlia pol'zovatelia,"Figurnov, V.",Moscow,Infra-m,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
26-Sep-95,9,"Kak otnosit'sia k sebe i liudiam, ili prakticheskaia psikhologiia na kazhdyi den'","Kozlov, N.",Moscow,Novaia shkola,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
26-Sep-95,9,Tropinka k zdorov'iu,"Travinka, V.",St. Petersburg,Piter,Inaia literatura,Istseli sebia sam,v miagkoi oblozhke,,,,,,,,,,,
26-Sep-95,10,Ulitsy moskvy,not listed,not listed,vypuski raznykh izdatel'stv,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
26-Sep-95,10,Sozdanie sobstvennoi sistemy ozdorovleniia,"Malakhov, G.",St. Petersburg,Komplekt,Inaia literatura,Tselitel'nye sily,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,1,Sistema veshchei,"Bodriiiar, Zh.",Moscow,Rudomino,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,2,Kul'turologiia. XX vek,not listed,Moscow,Iurist,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,3,Dnevniki i pis'ma,"Kafka, F.",Moscow,"DI-DIK, TANAIS, progress litera","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,4,Griada kamnei,"Akhmadulina, B.",Moscow,PAN,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,5,Zanimatel'naia gretsiia,"Gasparov, M.",Moscow,"Greko-latinskii kabinet A.I.Shichalina, novoe literaturnoe obozrenie","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,6,"Miroedikha. rasskazy. pis'ma. ocherki., riadom s alei. vospominaniia","Efron, A., Federol'f, A.",Moscow,Vozvrashchenie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,7,Real'nost' nereal'nogo,"Nalimov, V., Drogalina, Zh.",Moscow,"Mir idei, akron","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,8,Khristianstvo,not listed,Moscow,Bol'shaia rossiiskaia entsiklopediia,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,9,Eros i tsivilizatsiia,"Markuze, G.",Kiev,ISA,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,10,Psikhologiia narodov i mass,"Lebon, G.",St. Petersburg,Maket,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
3-Oct-95,1,Svidetelei ne ostavliat',"Riasnoi, I.",Moscow,EKSMO,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,1,V nashu gavan' zakhodili korabli,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,2,Antikiller,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,2,Nora,"Mekomber, D.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,3,Plach palacha,"Grin'kov, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,3,Peshka v bol'shoi igre,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,4,Ispytanie,"Morrell, D.",Moscow,Tsentrpoligraf,Belletristika,Mastera ostrosiuzhetnogo romana,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,4,Noch' golodnoi luny,"Silkin, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,5,Odnazhdy v amerike,"Grei, Kh.","Moscow, Riga",Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,5,Populiarnye pesni i romansy,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,6,Shans poliubit',"Brauning, D.",Moscow,Raduga,Belletristika,Iskushenie,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,6,Banda-3,"Pronin, V.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,7,Devochka dlia shpiona,"Neznanskii, F.",Moscow,AST,Belletristika,Marsh turetskogo,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,7,Serebrianyi del'fin,"Veil, E.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,Seriia romany o liubvi,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,8,Versiia pro zapas,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,8,Ubiitsa s krestom,"Montechino, M.",Moscow,Tsentrpoligraf,Belletristika,Mastera,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,9,Nichto ne vechno,"Sheldon, S.","Moscow, Khar'kov","Novosti, grampus eit",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,9,Vozvrashchenie k mechte,"Nidlz, G.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,Seriia romany o liubvi,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,10,Liubovnitsa prezidenta,"Francheskini, E.",Moscow,Bukmen,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,10,Lekarstvo protiv spida,"Suvorov, O.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,1,Kak zavoevyvat' druzei i okazyvat' vliianie na liudei,"Karnegi, D.",Moscow,TOPIKAL,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,1,Samouchitel' raboty na komp'iutere,"Levin, A.",Moscow,AD&T,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,2,Iz sosuda svoego,"Malakhov, G., Malakhova, N.",Rostov-na-Donu,"Rostovskoe knizhnoe izdatel'stvo, feniks",Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,2,Mikrovolnovaia kukhnia kazhdyi den',not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,3,Zapad,"Zinov'ev, A.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,3,"Imia, kharakter, sud'ba",not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,4,Aikibudo,"Floke, A.",Tver',Martin-polina,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,4,Detskii narodnyi lechebnik,"Uzhegov, G.",Moscow,Bukmen,Inaia literatura,Tainy znakharstva,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,5,Magiia kristalla,"Zaikov, S.",Khar'kov,Sfera-svarog,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,5,Pravila dorozhnogo dvizheniia,"Gromkovskii, G., Erusalimova, L.",Moscow,Dubl'-V,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,6,Entsiklopediia igr,not listed,Khar'kov,Rubikon,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,6,Sny i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,7,Zhizn' i lovlia presnovodnykh ryb,"Sabaneev, L.",Khar'kov,Progress,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,7,Lechebnoe pitanie pri zheludochno-kishechnykh zabolevaniiakh,"Gurvich, M.",Moscow,Kitap-press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,8,Taina imeni-2,not listed,Khar'kov,Torsing,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,8,Sozdanie sobstvennoi sistemy ozdorovleniia,"Malakhov, G.",St. Petersburg,Komplekt,Inaia literatura,Tselitel'nye sily,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,9,Moskva. spravochnik voditelia,not listed,Moscow,GU GAI rossii,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,9,IBM dlia pol'zovatelia,"Figurnov, V.",Moscow,Infra-m,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
3-Oct-95,10,Etnogenez i biosfera zemli,"Gumilev, L.",Moscow,Di-DIK,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
3-Oct-95,10,Tropinka k zdorov'iu,"Travinka, V.",St. Petersburg,Piter,Inaia literatura,Istseli sebia sam,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,1,Tragicheskaia mudrost' filosofii,"Marsel', G.",Moscow,Izd-vo gumanitarnoi literatury,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,2,Konservativnaia revoliutsiia,"Dugin, A.",Moscow,Arktogeia,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,3,Zanimatel'naia gretsiia,"Gasparov, M.",Moscow,"Greko-latinskii kabinet A.I.Shichalina, novoe literaturnoe obozrenie","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,4,Izbrannoe: teologiia kul'tury,"Tillikh, P.",Moscow,Iurist,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,5,Psikhologicheskie tipy,"Iung, K.","St. Petersburg, Moscow","Iuventa, Progress, Univers","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,6,Ital'ianskoe vozrozhdenie: problemy i liudi,"Batkin, L.",Moscow,Rossiiskii gosudarstvennyi gumanitarnyi universitet,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,7,Grasskii dnevnik. rasskazy. olivkovyi sad,"Kuznetsova, G.",Moscow,Moskovskii rabochii,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,8,Vizantiiskaia liubovnaia proza,not listed,Moscow,"Ladomir, nauka","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
10-Oct-95,1,Svidetelei ne ostavliat',"Riasnoi, I.",Moscow,EKSMO,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,1,V nashu gavan' zakhodili korabli,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,2,Antikiller,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,2,Zhizn' kak zhizn',"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,3,Peshka v bol'shoi igre,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,3,Populiarnye pesni i romansy,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,4,Odnazhdy v amerike,"Grei, Kh.","Moscow, Riga",Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,4,Krovnye uzy,"Dzhordzh, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,5,Neobychnaia istoriia,"Nils, B.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,5,Klan krecheta,"Torston, R.",Moscow,Armada,Belletristika,Boevye roboty,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,6,Versiia pro zapas,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,6,Devochka dlia shpiona,"Neznanskii, F.",Moscow,AST,Belletristika,Marsh turetskogo,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,7,Polnoch' v parizhe,"Mandevill, F.",Moscow,EKSMO,Belletristika,Schastlivaia liubov',v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,7,Ubiitsa s krestom,"Montechino, M.",Moscow,Tsentrpoligraf,Belletristika,Mastera,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,8,Smiatenie chuvstv,"Berseneva, A.",Moscow,EKSMO,Belletristika,Batterfliai,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,8,Derzkoe obol'shchenie,"Gemil'ton, M.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,9,Liubovnitsa prezidenta,"Francheskini, E.",Moscow,Bukmen,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,9,Plach palacha,"Grin'kov, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,10,Nichto ne vechno,"Sheldon, S.","Moscow, Khar'kov","Novosti, grampus eit",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,10,Nepokornaia dusha,"Spenser, D.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,1,Kak zavoevyvat' druzei i okazyvat' vliianie na liudei,"Karnegi, D.",Moscow,TOPIKAL,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,1,Samouchitel' raboty na komp'iutere,"Levin, A.",Moscow,AD&T,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,2,Iz sosuda svoego,"Malakhov, G., Malakhova, N.",Rostov-na-Donu,"Rostovskoe knizhnoe izdatel'stvo, feniks",Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,2,Mikrovolnovaia kukhnia kazhdyi den',not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,3,Taina imeni-2,not listed,Khar'kov,Torsing,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,3,"Imia, kharakter, sud'ba",not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,4,Aikibudo,"Floke, A.",Tver',Martin-polina,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,4,Detskii narodnyi lechebnik,"Uzhegov, G.",Moscow,Bukmen,Inaia literatura,Tainy znakharstva,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,5,Entsiklopediia igr,not listed,Khar'kov,Rubikon,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,5,Pravila dorozhnogo dvizheniia,"Gromkovskii, G., Erusalimova, L.",Moscow,Dubl'-V,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,6,Magiia kristalla,"Zaikov, S.",Khar'kov,Sfera-svarog,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,6,Sny i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,7,Zhizn' i lovlia presnovodnykh ryb,"Sabaneev, L.",Khar'kov,Progress,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,7,Lechebnoe pitanie pri zheludochno-kishechnykh zabolevaniiakh,"Gurvich, M.",Moscow,Kitap-press,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,8,Zapad,"Zinov'ev, A.",Moscow,Tsentrpoligraf,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,8,Sozdanie sobstvennoi sistemy ozdorovleniia,"Malakhov, G.",St. Petersburg,Komplekt,Inaia literatura,Tselitel'nye sily,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,9,Moskva. spravochnik voditelia,not listed,Moscow,GU GAI rossii,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,9,IBM dlia pol'zovatelia,"Figurnov, V.",Moscow,Infra-m,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
10-Oct-95,10,Etnogenez i biosfera zemli,"Gumilev, L.",Moscow,Di-DIK,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
10-Oct-95,10,Talisman i sud'by,not listed,Moscow,"Akvarium, zolotoi telenok",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,1,Lektsii o pruste,"Mamardashvili, M.",Moscow,Ad marginem,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,2,Zanimatel'naia gretsiia,"Gasparov, M.",Moscow,"Greko-latinskii kabinet A.I.Shichalina, novoe literaturnoe obozrenie","""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,3,Grasskii dnevnik. rasskazy. olivkovyi sad,"Kuznetsova, G.",Moscow,Moskovskii rabochii,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,4,Izbrannoe,"Tilli, P.",Moscow,Iurist,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,5,Ital'ianskoe vozrozhdenie: problemy i liudi,"Batkin, L.",Moscow,Rossiiskii gosudarstvennyi gumanitarnyi universitet,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,6,Pushkin i russkie romantiki,"Gutkovskii, G.",Moscow,Intrada,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,7,Razum tsvetov,"Meterlink, M.",not listed,not listed,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,8,Slavianskaia mifologiia,not listed,Moscow,Ellis Lak,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,9,Vsemirnoe pisanie,not listed,Moscow,Respublika,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,10,Problemy defektologii,"Vygotskii, L. S.",Moscow,Prosveshchenie,"""Intellektual'nye"" bestsellery",,not listed,,,,,,,,,,,
17-Oct-95,1,Antikiller,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,1,V nashu gavan' zakhodili korabli,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,2,Plach palacha,"Grin'kov, V.",Moscow,EKSMO,Belletristika,Russkii bestseller,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,2,Peshka v bol'shoi igre,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,3,Zhizn' kak zhizn',"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,3,Banda-3,"Pronin, V.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,4,Devochka dlia shpiona,"Neznanskii, F.",Moscow,AST,Belletristika,Marsh turetskogo,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,4,Populiarnye pesni i romansy,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,5,Vlast'. den'gi. seks,"Shchelokov, A.",Moscow,EKSMO,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,5,Krovnye uzy,"Dzhordzh, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,6,Odnazhdy v amerike,"Grei, Kh.","Moscow, Riga",Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,6,Neobychnaia istoriia,"Nils, B.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,7,Zapovednik chuvstv,"Mettouz, D.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,7,Ispytanie,"Morrell, D.",Moscow,Tsentrpoligraf,Belletristika,Mastera ostrosiuzhetnogo romana,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,8,Volch'ia staia,"Cherrit, R.",Moscow,Armada,Belletristika,Boevye roboty,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,8,Versiia pro zapas,"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,9,Liubovnitsa prezidenta,"Francheskini, E.",Moscow,Bukmen,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,9,Tvoe obruchal'noe kol'tso,"Lerlend, E.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,10,Nichto ne vechno,"Sheldon, S.","Moscow, Khar'kov","Novosti, grampus eit",Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,10,Nepokornaia dusha,"Spenser, D.",Moscow,"Red. Mezhd. zhurn. ""panorama""",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,1,Kak zavoevyvat' druzei i okazyvat' vliianie na liudei,"Karnegi, D.",Moscow,TOPIKAL,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,1,Samouchitel' raboty na komp'iutere,"Levin, A.",Moscow,AD&T,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,2,Iz sosuda svoego,"Malakhov, G., Malakhova, N.",Rostov-na-Donu,"Rostovskoe knizhnoe izdatel'stvo, feniks",Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,2,Mikrovolnovaia kukhnia kazhdyi den',not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,3,Magiia kristalla,"Zaikov, S.",Khar'kov,Sfera-svarog,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,3,"Imia, kharakter, sud'ba",not listed,Moscow,Iauza,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,4,Tolkovyi slovar' russkogo iazyka,"Ozhegov, S., Shvedova, N.",Moscow,"Az""",Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,4,Talismany i sud'by,not listed,Moscow,"Akvarium, zolotoi telenok",Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,5,Aikibudo,"Floke, A.",Tver',Martin-polina,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,5,Detskii narodnyi lechebnik,"Uzhegov, G.",Moscow,Bukmen,Inaia literatura,Tainy znakharstva,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,6,Zhizn' i lovlia presnovodnykh ryb,"Sabaneev, L.",Khar'kov,Progress,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,6,Karma — izmenenie budushchego,"Miller, M.",Moscow,Topikal-tsitadel',Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,7,Moskva. spravochnik voditelia,not listed,Moscow,GU GAI rossii,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,7,Rebenok i ukhod za nim. razgovor s mater'iu,"Spok, B.",Moscow,Topikal-tsitadel',Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,8,Taina krasnoi rtuti,"Gurov, A.",Moscow,MIKO,Inaia literatura,Kommercheskii vestnik,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,8,Sny i sud'by,not listed,Moscow,Zolotoi telenok,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,9,Entsiklopediia igr,not listed,Khar'kov,Rubikon,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,9,IBM dlia pol'zovatelia,"Figurnov, V.",Moscow,Infra-m,Inaia literatura,not listed,v miagkoi oblozhke,,,,,,,,,,,
17-Oct-95,10,Taina imeni-2,not listed,Khar'kov,Torsing,Inaia literatura,not listed,v tverdom pereplete,,,,,,,,,,,
17-Oct-95,10,Sozdanie sobstvennoi sistemy ozdorovleniia,"Malakhov, G.",St. Petersburg,Komplekt,Inaia literatura,Tselitel'nye sily,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,1,Raziashchii udar,"Koretskii, D.",Moscow,EKSMO,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
24-Oct-95,1,V nashu gavan' zakhodili korabli,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,2,Antikiller,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,Chernaia koshka,v tverdom pereplete,,,,,,,,,,,
24-Oct-95,2,Zhizn' kak zhizn',"Khmelevskaia, I.",Moscow,FANTOM PRESS INTER V.M.,Belletristika,Ironicheskii detektiv,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,3,Chastnoe rassledovanie,"Neznanskii, F.",Moscow,"AST, Lirus, Drofa",Belletristika,Marsh turetskogo,v tverdom pereplete,,,,,,,,,,,
24-Oct-95,3,Krovnye uzy,"Dzhordzh, K.",Moscow,Raduga,Belletristika,Liubovnyi roman,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,4,Peshka v bol'shoi igre,"Koretskii, D.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
24-Oct-95,4,Liubimye pesni i romansy,not listed,Moscow,"Omega, Denis Al'fa",Belletristika,not listed,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,5,Sovmestnoe rassledovanie,"Bosuell, B.",Moscow,Raduga,Belletristika,Iskushenie,v miagkoi oblozhke,,,,,,,,,,,
24-Oct-95,5,Banda-3,"Pronin, V.",not listed,Vypuski raznykh izd-v.,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
24-Oct-95,6,Odnazhdy v amerike,"Grei, Kh.","Moscow, Riga",Poliaris,Belletristika,not listed,v tverdom pereplete,,,,,,,,,,,
